user_id,catb_recommender
305,"[995242, 1082185, 1029743, 8090537, 827802, 8090532, 8090521, 6534178, 1088147, 1110244, 965842, 885290, 1050741, 6602729, 6463727, 943233, 9835509, 1134522, 9859128, 995852, 5568320, 5570408, 9487606, 8019977, 1105616, 908318, 934172, 1031083, 844165, 5565322, 1000237, 1101173, 990656, 914190, 1040935, 7168026, 1017363, 841266, 970605, 6979526, 883404, 1068719, 947201, 1005274, 7441210, 849843, 1074754, 1011876, 916993, 993639, 1043730, 1070898, 1046262, 888275, 6463874, 891028, 907631, 7442180, 823721, 838186, 10456568, 961554, 867020, 989069, 5569471, 7025496, 1014948, 5568729, 994928, 840361, 941307, 1075398, 1043494, 922127, 945998, 856772, 6034857, 862826, 8069230, 1102959, 1077490, 916122, 1120275, 1107553, 951590, 860776, 953180, 1128244, 974177, 9337581, 1065593, 844179, 838842, 9571047, 965766, 903325, 1044089, 1094955, 941313, 995785, 834484, 5568378, 948670, 940766, 844462, 885307, 1005186, 865174, 979707, 5978656, 5978648, 1071556, 923746, 981760, 5569230, 1004906, 8014645, 1116821, 1022097, 897954, 854852, 938700, 824005, 826249, 1051211, 833025, 859075, 933835, 1022254, 976199, 862349, 6602327, 866211, 962568, 910032, 988716, 986912, 847982, 1098066, 932340, 1096036, 12185235, 1085604, 1038217, 845208, 1058997, 972794, 12811532, 837270, 1092026, 1053690, 1074362, 1024306, 913785, 899624, 1070820, 1033142, 1041796, 943076, 908531, 1055646, 870515, 868082, 1077555, 962229, 1081177, 878996, 1044078, 1027569, 1022053, 15831255, 901062, 1133018, 8249432, 864774, 904360, 1126899, 1106523, 891954, 1127831, 1023720]"
306,"[1082185, 1037863, 6534178, 1101010, 961554, 998373, 5563693, 1043590, 962568, 6034857, 1139493, 995242, 840361, 15926886, 908318, 923746, 1121360, 995785, 1076769, 1042907, 847982, 1056746, 995896, 972143, 949965, 833025, 15926712, 1056509, 902659, 965766, 5568378, 962229, 995876, 870515, 883404, 999971, 1029743, 1127025, 5569374, 849843, 1049735, 1016800, 862349, 9859133, 896085, 865528, 15571171, 1013572, 1108168, 981760, 6534480, 899624, 5569327, 6533936, 12524323, 1054047, 1077555, 1041487, 1055646, 910032, 859075, 1070820, 1105623, 829323, 826249, 916122, 12188583, 1036249, 877447, 938700, 850656, 1096343, 857503, 1031447, 865178, 1096036, 929668, 9416729, 882288, 1004906, 844179, 878996, 9571047, 873203, 987724, 904360, 873964, 951590, 860776, 919534, 937292, 845868, 979707, 1069003, 944534, 9365106, 947798, 902167, 1070214, 940766, 994928, 5568447, 1034686, 1044078, 1131438, 7168383, 913210, 1038217, 1106523, 8090537, 1136257, 863529, 999270, 899459, 911470, 847270, 1098066, 8065410, 15972298, 880150, 13841744, 986947, 1103741, 9245108, 820165, 845208, 969941, 8090521, 897954, 863447, 1133018, 843306, 834484, 13842088, 5978656, 5978648, 874972, 1040371, 1081177, 1075637, 958046, 1005186, 953476, 976998, 987562, 854852, 1013321, 951197, 1131382, 9526410, 988693, 861279, 13877192, 923670, 1092502, 12324954, 5569471, 1130858, 908531, 8019968, 5591170, 976199, 13008334, 1074524, 990797, 12384775, 848029, 12731432, 1058997, 1039156, 1101567, 832678, 1079023, 870428, 891028, 1039589, 1092937, 866227, 1128016, 827180, 845622, 1108854, 844165, 1055504, 7138817, 1052912, 12810393, 12811532, 1128698, 954642, 1071939, 1070702, 995965, 901062, 1093334, 834117, 5569845, 844818, 893018, 861819, 911609, 1055168, 1083840, 1027168, 913278, 968072, 1024306, 1068830, 824005, 1096261, 857849, 871756, 924610, 1042438, 15926927, 903233, 893501, 986912, 1046545, 7409971, 1003188, 896369, 1029504, 1124432, 1130763, 835530, 837579, 13506200, 1056005, 844839, 985911, 886481, 1077490, 1053690, 903325, 1006878, 1067779, 828106, 1092835, 867188, 850676, 1000753, 6533681, 1119993, 907014, 1104343, 914190, 865456, 1101173, 1041796, 938138, 933835, 1126899, 1092303, 847790, 1079970, 873654, 6424471, 1066289, 866878, 857276, 843259, 1014999, 1077285, 828935, 930917, 1022003, 970030, 1119051, 847573, 872137, 12262978, 5569230, 1080414, 1124729, 850133, 1049788, 1033142, 1022827, 1082310, 913785, 1043751, 1059473, 866211, 1113111, 1096099, 1045220, 879755, 1007195, 1103902, 871061, 925164, 909894, 916381, 1057124, 868764, 902856, 1016982, 1092026, 1075368, 1012338, 1053282, 860439, 1132771, 911409, 15716719, 883003, 999858, 940947, 1026118, 1022254, 9653714, 1139835, 985999, 1076056, 5592931, 1062966, 1048200, 1027569, 1051516, 1137688, 1022097, 870547, 909750, 851287, 993638, 890610, 1134522, 862826, 906923, 1068719, 1110572, 835098, 6772684, 9527290, 952163, 909714, 1098248, 1006184, 1114006, 1085604, 10285389, 5585510, 1040807, 1028816, 930118, 983584, 933637, 1122358, 1023720, 1065593, 1127179, 1105488, 965267, 1127831]"
307,"[1029504, 1039156, 1082172, 1082185, 877447, 1013572, 9420312, 1096036, 999891, 1055072, 970119, 981760, 995242, 6534178, 1082141, 1029743, 828867, 878739, 923746, 10456371, 1089381, 993638, 1084177, 908408, 913210, 827806, 916122, 873964, 819765, 1038217, 1032950, 1042628, 7167967, 854852, 9575582, 961979, 1004906, 1126899, 883404, 12262992, 15596279, 893018, 845208, 1058997, 961554, 12810393, 1133556, 8273950, 880150, 5569230, 6703789, 866211, 908531, 1076738, 995785, 5978656, 844179, 826249, 1006184, 840361, 1133018, 1098066, 1024306, 962568, 1081177, 1106523, 862349, 1044078, 951590, 1070820, 904360, 1127831]"
308,"[5569230, 1046756, 1082185, 1028816, 1110572, 1057260, 13842090, 887102, 832001, 1053690, 13842214, 965842, 1058997, 1043787, 862010, 963835, 1007269, 951412, 900586, 6534178, 1049906, 904422, 1009449, 824005, 910473, 9803810, 979707, 947658, 1137688, 819840, 970030, 1126899, 1002178, 1026118, 8069230, 12262778, 940947, 1102959, 7410016, 5569845, 908318, 986912, 1011300, 826597, 1088836, 1116821, 1093413, 930603, 936508, 7410019, 1106523, 1039156, 905636, 848071, 1133018, 1115801, 868423, 9677067, 1009128, 1043837, 1109014, 1085604, 836645, 1065593, 9673980, 1092026, 854852, 1046262, 16770156, 1040927, 880150, 916122, 1096099, 819765, 934156, 862349, 849843, 898867, 844179, 1004390, 1043301, 5591520, 878996, 1004906, 970202, 961554, 13841744, 834484, 819330, 840361, 994928, 903325, 860776, 995785, 861792, 951590, 883404, 5978656, 5978648, 1028960, 5568378, 8203834, 1096794, 1081177, 923746, 1044078, 914190, 1019881, 981760, 962568, 845208, 995242, 905081, 1139835, 870515, 866211, 826249, 962229, 878285, 1092835, 1096036, 1098066, 844165, 1115358, 1070820, 868147, 1050883, 1033142, 859075, 919427, 908531, 885023, 7409880, 825313, 833025, 1068719, 1086384, 1024306, 904360, 1029743, 1127831]"
309,"[1082185, 995242, 8090537, 1029743, 8090509, 8090536, 885290, 8090519, 8090521, 1082212, 6534178, 951590, 1032950, 1070820, 1121321, 834382, 929472, 923746, 1101173, 963835, 883932, 862349, 5566472, 831063, 1105301, 890695, 1045586, 934172, 882496, 1051211, 8019216, 1130763, 875396, 1058997, 971922, 994223, 999714, 900418, 1121384, 7441102, 9803810, 849843, 851819, 822178, 1113768, 1040807, 896465, 1048352, 8019273, 995785, 883404, 889105, 1037965, 12301100, 1103105, 1100856, 1053730, 913785, 916122, 1043187, 911088, 840361, 5569230, 1000707, 1034956, 1020156, 844179, 962568, 859075, 910161, 1013641, 933067, 1074223, 994928, 1040371, 924427, 898068, 940947, 5568729, 5978656, 5978648, 1094955, 1071342, 847738, 1068719, 890610, 1098066, 860776, 967395, 824546, 914190, 826249, 930955, 962229, 1131438, 844165, 961554, 864774, 1126899, 1004906, 965766, 1065593, 1033142, 1096036, 1133018, 981760, 986912, 1106523, 1127179, 878996, 904360, 903325, 833025, 1092026, 1044078, 1053690, 1027569, 866211, 854852, 1098248, 1081177, 908531, 1127831]"
310,"[1082185, 1091520, 833025, 1029743]"
311,"[1082185, 1106523, 1133018, 6534178, 879755, 908181, 1085604, 907099, 986912, 929433, 9296965, 906262, 9677236, 994685, 5569230, 1110572, 1029743, 1119051, 995242, 883404, 1053690, 1003188, 1130468, 844165, 1101567, 7442056, 981760, 12949855, 923746, 1092026, 1130763, 878996, 900802, 901062, 820122, 866211, 861486, 989824, 1072843, 826249, 995785, 1098066, 965766, 1043301, 1110057, 961554, 15596488, 1044078, 1004906, 908531, 962568, 840361, 1070820, 937789, 916122, 840890, 1126899, 951590, 8290421, 904360, 1127831]"
312,"[1082185, 6534178, 961554, 979707, 840361, 862349, 1059527, 849843, 1070820, 986912, 878996, 981760, 883404, 994928, 866211, 6039687, 5978656, 5978648, 1024306, 962568, 995785, 922127, 908318, 835098, 1053530, 860776, 882941, 1039589, 915617, 1065380, 834484, 1125382, 1090676, 849003, 1135096, 862732, 1013572, 13381584, 1022254, 1051516, 1058997, 9859052, 6979808, 1037863, 1037337, 903325, 868745, 906923, 961620, 995242, 12172240, 1077555, 1061982, 901062, 901776, 1062117, 1081177, 847982, 826249, 912004, 914190, 12385374, 1029479, 854852, 1135258, 1098066, 835530, 15596488, 909714, 1119051, 832678, 1093571, 10121965, 1033142, 1042438, 857503, 15926927, 856166, 923673, 833025, 1029743, 5591170, 1102949, 1004906, 1041796, 937292, 892768, 951590, 908064, 916122, 1087102, 904833, 831712, 845208, 908531, 1105301, 1068719, 1126899, 1027569, 1085604, 912704, 1053690, 1065593, 904360, 1133018, 962229, 944486, 844179, 1096036, 839346, 923746, 859075, 880150, 844165, 5569230, 1098248, 891954, 1106523, 900598, 1044078, 913201, 830775, 930118, 1023720, 1092026, 952163, 1127831, 1127179, 1105488, 7024990]"
313,
314,"[1082185, 6534178, 981760, 1130858, 1126899, 913201, 1125904, 12524323, 1058997, 1039126, 1106523, 901776, 844179, 1029743, 995965, 1039348, 9911484, 1009187, 1053754, 859075, 5592772, 1034686, 933835, 1043973, 6463742, 844748, 979707, 929309, 849843, 903325, 5585701, 1136257, 918335, 951590, 1138443, 866755, 897125, 948298, 995785, 987562, 5569471, 1101477, 878996, 901062, 866211, 1004906, 987724, 834484, 1138854, 883404, 1132771, 940700, 1096036, 930917, 1133018, 827656, 893018, 840361, 5978656, 5978648, 1033142, 923746, 834117, 1003188, 12810393, 871756, 5574409, 965766, 971922, 1013895, 1053690, 12301109, 1070820, 899624, 976199, 1137775, 995242, 1098066, 883932, 994928, 883003, 962568, 1120443, 986912, 7139529, 1065167, 1068719, 5568378, 854852, 854405, 826249, 941295, 5569230, 936355, 1124971, 1067606, 961554, 862349, 5592931, 845208, 1121384, 870315, 1053628, 865528, 1081177, 873654, 916122, 7024871, 892314, 9527257, 872137, 1011300, 860776, 1092026, 7024927, 6464086, 913785, 844165, 13382402, 962229, 1044078, 833025, 1024306, 1085604, 1005911, 1116476, 1013807, 1065593, 904360, 914190, 1037751, 5568869, 1123254, 12577242, 10122036, 908531, 872762, 7167945, 903350, 874061, 847982, 1006649, 1022254, 898958, 933637, 1127831, 819594, 1023720]"
315,"[1082185, 1085604, 1028816, 1106091, 1106523, 1133018, 824005, 874972, 995242, 1081177, 1026118, 854852, 981760, 1029743, 1098066, 837270, 12754036, 840361, 901205, 8203782]"
316,"[995242, 1029743, 1082185, 6534178, 844179, 979707, 981760, 849843, 1096036, 883404, 885290, 1004906, 1081177, 1044078, 5568378, 1043590, 934369, 859075, 1058779, 994928, 1062966, 826249, 1131344, 8090537, 840361, 847982, 969866, 995785, 1098066, 5592931, 909894, 1025611, 922907, 1068719, 910673, 999779, 825365, 844165, 923746, 860776, 834484, 1002558, 833025, 5978656, 5978648, 1120213, 1029624, 6463742, 987562, 1069621, 866211, 1065593, 5563934, 1103629, 1122358, 986912, 980666, 5592261, 871756, 859154, 905539, 1138443, 845208, 1047968, 1094955, 951590, 1033142, 1118033, 883003, 841228, 987724, 869903, 961554, 1104584, 1133018, 1043971, 1046201, 1053690, 1084597, 866755, 913210, 878996, 965766, 1097815, 1040700, 962568, 908531, 921836, 1106523, 1094174, 916122, 1105120, 999270, 1100856, 914190, 1133312, 854852, 1092026, 819255, 1013291, 904360, 845307, 843306, 5569230, 1096728, 1058997, 1126899, 1024306, 903325, 1048200, 962229, 862349, 1022053, 907418, 1070820, 1072685, 1085604, 12352293, 952163, 9526410, 1105488, 1127831]"
317,"[1082185, 951590, 908531, 1029743, 937301, 6034857, 1101173, 12171656, 13945244, 862010, 13842214, 12810393, 983584, 879808, 13842090, 1122928, 885290, 1043787, 885863, 849870, 1094955, 995242, 885697, 948953, 844179, 1101010, 8090541, 873627, 1003257, 981760, 8090537, 1133018, 5585510, 913210, 1046756, 1007549, 8090521, 961554, 834117, 1106523, 1110244, 6534480, 1014948, 827999, 916122, 13189726, 9245106, 995896, 936355, 1138443, 835973, 6534178, 866211, 962229, 999858, 1070845, 868548, 1087102, 948298, 1135834, 883404, 1014458, 5978656, 5978648, 7025114, 845307, 829138, 849843, 12301839, 5568378, 9835509, 921504, 845208, 878996, 995876, 5570882, 5569230, 12301109, 870547, 874972, 862349, 1078763, 842886, 1001702, 15926886, 1016302, 1056509, 940766, 847982, 962568, 1043751, 825343, 841220, 1070820, 965842, 7025106, 8065410, 10344586, 859075, 854852, 913278, 883003, 5568729, 1101174, 819927, 1070702, 1092937, 12731714, 1116821, 1028995, 931324, 995785, 1126899, 843450, 902172, 852856, 1132771, 982790, 1126808, 914577, 1096317, 1119454, 1038217, 1044078, 1004906, 1055646, 931671, 834484, 1024306, 933835, 1092026, 855325, 1076056, 823704, 822178, 1031697, 904813, 1061203, 1087916, 1120362, 979707, 1009333, 1065593, 867188, 13877192, 987148, 903325, 908318, 844165, 886395, 9527455, 969932, 871061, 860776, 923746, 8293447, 910032, 879506, 833025, 883932, 1120928, 838097, 826249, 1099905, 1006184, 840361, 945662, 5564901, 1053690, 1052335, 909338, 846550, 854405, 1077490, 1058997, 940700, 10180324, 1098066, 1005186, 9297403, 902396, 899624, 823721, 1008787, 940947, 1002739, 1096036, 904360, 1117514, 909714, 1075368, 1040807, 987562, 1027569, 1077555, 931255, 1136257, 976199, 1071939, 866227, 1137885, 995965, 1009770, 914190, 901062, 1033707, 938700, 13945141, 1013321, 944534, 913785, 1014509, 994928, 1057377, 1022254, 1081177, 10309725, 5592931, 834842, 15831255, 909894, 965766, 1068719, 1051516, 1043590, 7025275, 986912, 1037863, 1110572, 1007195, 5569471, 1026118, 1033142, 866540, 1085604, 1039156, 879755, 9526410, 1023720, 1127831, 930118, 893018]"
318,"[1106523, 1133018, 5569230, 1082185, 923746, 962229, 1053690, 6534178, 5569845, 908531, 1096036, 951590, 1044078, 12301100, 845193, 883404, 844179, 5569471, 1065593, 914190, 981760, 1134522, 1021324, 840361, 1077588, 1062966, 1058997, 9881834, 5570408, 1056746, 5978656, 995785, 7025203, 1121636, 833025, 7166862, 1038746, 1004906, 826249, 845208, 5592931, 1098066, 835618, 914483, 1115228, 1122732, 859075, 909894, 1066097, 854852, 13115813, 995242, 1126899, 1070820, 903325, 1029743, 916122, 878996, 1081177, 862349, 844685, 1068719, 1022053, 866211, 896613, 961554, 866755, 962568, 904360, 909349, 1127831]"
319,"[1011303, 1082185, 1133018, 6534178, 962568, 5568378, 1106523, 1061203, 962229, 899624, 989824, 908531, 883404, 860776, 1019247, 916122, 981760, 903325, 880150, 990797, 863447, 1004906, 938700, 979707, 910032, 1066725, 983584, 825365, 913210, 1075368, 995785, 7442180, 1038217, 965766, 854852, 1072483, 5569230, 961554, 15926844, 12949855, 1023958, 5569845, 6463729, 6979526, 12810393, 902172, 898068, 849843, 951590, 1056509, 940766, 15452812, 5569471, 907631, 935993, 5978656, 5978648, 8019977, 880284, 1035386, 8090521, 948670, 844179, 1053690, 883932, 839419, 1134522, 1026118, 831628, 933835, 1055646, 931860, 1044078, 1135834, 1075214, 1125904, 963971, 1096036, 960732, 834117, 1008074, 832678, 833025, 900802, 1056746, 1044089, 1071342, 913785, 843306, 9835509, 1131438, 13007846, 878996, 6534035, 1106301, 1065593, 896085, 936594, 1031833, 10285141, 1040371, 1101010, 945662, 866227, 9296919, 1063577, 937444, 13945141, 834484, 859075, 994928, 865026, 946839, 826249, 859191, 1007210, 839656, 938319, 862682, 1081177, 1068719, 9526411, 1013641, 1121656, 1012587, 1118046, 844818, 868764, 1113820, 879045, 1084331, 976199, 897125, 1033324, 12946257, 9523058, 904360, 1076738, 12731517, 862349, 893018, 13842088, 1027569, 943233, 1117514, 1037863, 1018740, 1136257, 1058997, 914190, 1013770, 835530, 9833277, 848154, 858649, 835098, 970030, 1128240, 5592931, 9526892, 857503, 874061, 10180324, 845208, 909714, 1077555, 13008334, 847270, 950030, 866778, 909894, 866211, 940996, 1120928, 1005186, 922340, 1051516, 865456, 941741, 1007549, 1096343, 1098066, 8273950, 950384, 870549, 1043590, 6034857, 1092026, 844165, 954351, 987562, 1041796, 1130858, 5568191, 823704, 1013321, 927658, 1043751, 12731685, 840361, 9527160, 1024306, 846959, 1071939, 866355, 995242, 1074333, 860501, 901062, 923746, 8019968, 1110572, 847982, 1070820, 1076056, 879755, 9527350, 1039156, 952163, 1046545, 1022254, 1085604, 1029743, 1049788, 1126899, 1019230, 986912, 1007195, 965267, 1033142, 1006184, 9527290, 995965, 1127831, 9526410, 1023720, 930118]"
320,"[1082185, 832001, 6534178, 944137, 12731436, 972312, 8290587, 959737, 12731517, 883404, 1106523, 12301073, 961554, 9245106, 1094955, 1137688, 1037863, 1081177, 981760, 1029743, 5569230, 5569845, 854852, 1024306, 999714, 1133018, 1075505, 1128812, 951590, 995785, 832678, 903325, 1072523, 916122, 869177, 1004906, 826249, 962568, 930603, 1126899, 1055155, 995242, 1098066, 840361, 1102949, 1070820, 923746, 908531, 904360, 1023720, 965267, 1127831, 930118]"
321,"[1082185, 6534178, 9926758, 986912, 1057260, 1039156, 1058997, 944836, 840361, 878996, 954642, 979707, 964520, 923746, 1126899, 995785, 1096290, 1013321, 866211, 995502, 1028891, 1056509, 826249, 826571, 1018740, 1013641, 961554, 1033142, 7166865, 819978, 1008547, 1037863, 938118, 994928, 1077555, 6534030, 5567702, 976199, 910109, 12352201, 995242, 854852, 862349, 1041796, 1055504, 1133018, 1070820, 1098066, 13115813, 1071939, 1038217, 847982, 901062, 916122, 9297474, 6534035, 1104343, 914190, 1096036, 963868, 937489, 1132771, 1106523, 908531, 834484, 923528, 892573, 1098844, 1029743, 8020234, 845208, 844179, 893018, 860776, 6034857, 1062002, 885023, 965766, 1075214, 1051516, 916050, 13654702, 962568, 1122115, 922127, 5978656, 5978648, 1122358, 8090521, 1055646, 1044078, 1005186, 7024927, 1068292, 995965, 1063577, 10149640, 945909, 1068719, 947858, 941307, 1077410, 13008321, 909714, 5569471, 822739, 849843, 7166791, 943513, 900697, 1037337, 12731714, 883404, 1022757, 1002178, 1081177, 944534, 8290421, 1068708, 9527350, 938700, 903325, 1097001, 939900, 942778, 1042438, 863802, 1086483, 1067185, 12810393, 873654, 932298, 1041031, 866227, 1127716, 1031087, 1126252, 952317, 834842, 1110292, 1042021, 907945, 5592931, 1006978, 1069979, 1024306, 1105488, 828106, 9835451, 854042, 9832469, 1022254, 944823, 833025, 933835, 1072685, 1026118, 1058214, 983584, 1106198, 909894, 879755, 904360, 7166817, 5569230, 9364612, 938138, 1088147, 996259, 12427353, 874972, 936508, 860975, 1006184, 981760, 1004906, 957772, 979987, 1076056, 5568721, 1135222, 1127179, 859075, 1044895, 1110572, 9526410, 1007195, 930118, 10356272, 931671, 897165, 913210, 903183, 1121393, 1072843, 1048507, 1057102, 1075368, 879445, 1136257, 899624, 898958, 916381, 933637, 913785, 962229, 1092026, 1127831, 910032, 844165, 891954, 1053690, 819594, 1023720, 1098248, 987562, 965267, 1085604, 5568378, 951590, 7024990, 1065593]"
322,"[1082185, 862349, 1058997, 1006342, 1057260, 1070820, 6534178, 854754, 862010, 981760, 5572828, 8203451, 1126899, 923746, 826144, 957190, 1135552, 934172, 1052912, 961554, 914190, 1077555, 916122, 872137, 883404, 1000237, 1062002, 1022254, 968687, 835278, 995785, 1082544, 840361, 5978656, 878996, 1004906, 934156, 1040807, 940766, 945662, 962568, 995242, 854852, 1009567, 1024306, 5569230, 1040927, 826249, 951590, 903350, 1098066, 866211, 1029743, 1133018, 845307, 1075074, 1106523, 13876914, 1044078, 913026, 908531, 819594, 830156, 904360, 7024990, 1127831]"
323,
324,"[1082185, 824305, 862349, 12384779, 6534178, 903325, 1070820, 901062, 954642, 961554, 13007846, 1098844, 1057260, 880427, 979707, 13008334, 920002, 13007435, 1119405, 845715, 911388, 1060705, 1010681, 1051516, 962568, 990688, 1058997, 970030, 995785, 977854, 1061982, 1055504, 5569230, 1022254, 1037332, 1137688, 999104, 9835509, 5569471, 1116096, 1116821, 878996, 5569374, 887102, 977543, 1118479, 860776, 1117514, 6034857, 6391381, 967476, 12987975, 953180, 1006342, 840361, 1028816, 1127328, 1026118, 888178, 848319, 1009046, 909714, 1055646, 1051468, 5570383, 916122, 1033142, 854754, 5978656, 5978648, 858439, 1126899, 844179, 5569845, 1062002, 1046756, 854852, 1119051, 903350, 847982, 1075313, 933835, 15972074, 6633342, 995965, 1005186, 1048046, 5569379, 883404, 870515, 824005, 832001, 850676, 866211, 1106271, 8090537, 848071, 995242, 1002178, 904360, 843171, 885710, 1092303, 994928, 951412, 1043301, 981760, 1081177, 867547, 1022757, 1004906, 976199, 834484, 1053690, 986912, 1011736, 1124507, 6602327, 1136257, 866227, 849843, 876932, 914190, 845208, 819594, 903800, 1104343, 839818, 826249, 1071939, 872137, 951590, 1098066, 820518, 987562, 9913338, 1024306, 8014645, 8290421, 846823, 938700, 1029743, 913210, 965766, 899624, 1038497, 885023, 930118, 1011312, 962229, 7024990, 923746, 821465, 1037863, 5568378, 1038217, 1107839, 983584, 1085604, 1042438, 908531, 913785, 891954, 1127831, 1133018, 1092026, 1044078, 1057102, 833025, 1127179, 1105488, 933637, 1068719, 859075, 1065593, 1106523, 844165, 1096036, 5592931, 910032, 1023720]"
325,"[995242, 1082185, 5569471, 5569230, 1029743, 1043142, 914190, 5569845, 885863, 1104343, 976199, 1136524, 845705, 1053690, 1085095, 1081189, 979707, 1023815, 6534178, 1089025, 955075, 994928, 868423, 13417846, 846830, 1074524, 838563, 856435, 926796, 1076875, 893501, 868764, 9677202, 932298, 1036501, 916381, 844441, 1134522, 1039156, 9487927, 844165, 981760, 838186, 1037340, 1096036, 834484, 860975, 877447, 923746, 1081177, 1082172, 1092026, 1013389, 922907, 5978656, 5978648, 1033142, 1047769, 883404, 1116821, 1058779, 844179, 891405, 936924, 5568378, 951590, 903325, 1065593, 1000908, 1115576, 9419444, 899624, 962568, 15926887, 995785, 1058997, 840361, 909894, 965766, 1098066, 833025, 993638, 859075, 962229, 862799, 924804, 908531, 860776, 901062, 1117514, 826249, 1041796, 1048257, 957422, 1028816, 1038217, 862349, 1067425, 916122, 974156, 878996, 1077555, 5566697, 892048, 1004906, 922127, 1084331, 1071342, 933835, 10285141, 1068719, 845462, 1101173, 961554, 866211, 1070820, 1031833, 9362429, 955587, 890610, 898068, 847982, 845208, 849843, 13071902, 6423911, 1051516, 1109192, 945662, 913785, 1006878, 1091520, 1043128, 962185, 1085604, 850281, 912676, 1042544, 925364, 891028, 939546, 1133018, 1137505, 1099058, 946273, 854852, 1024306, 854496, 868147, 9653714, 867188, 1106523, 5567876, 1044078, 8020001, 904360, 948953, 1126899, 1096458, 860439, 986912, 1077285, 1080601, 965267, 1098248, 1023720, 1127831]"
326,"[1037840, 8090521, 1013928, 1082185, 5569230, 1029743, 995242, 1126252, 1106523, 1043590, 981760, 1133018, 840361, 982393]"
327,
328,"[1082185, 1070820, 1048257, 885290, 979707, 1028816, 6534178, 862349, 878996, 832001, 1136375, 1051516, 821083, 9677886, 1001412, 1112205, 940947, 961846, 1110409, 1046756, 1115576, 1055425, 1057260, 954642, 883932, 1009128, 1132771, 944836, 971922, 933835, 845715, 1055504, 891961, 882247, 909714, 1022254, 819840, 6602697, 9835509, 7025106, 970030, 865196, 960732, 834484, 958700, 819978, 1102927, 1105301, 903325, 904148, 1137775, 5978656, 5978648, 962568, 961554, 826597, 1078652, 1009449, 851676, 1018050, 1125199, 1036347, 842707, 847207, 900802, 936924, 6979803, 1007512, 1126899, 981760, 828935, 1046262, 826144, 853235, 923673, 995785, 968687, 916122, 1131488, 965842, 860776, 1005456, 1101010, 6633342, 7168026, 874149, 1041259, 908504, 901062, 12263788, 1058997, 908846, 1087753, 944137, 1005186, 1075214, 1098844, 1016709, 8203451, 849843, 880427, 1127825, 1137688, 1070845, 12731436, 5568228, 1061203, 927400, 844839, 951412, 1116821, 909750, 854754, 6442520, 999104, 1054747, 1110843, 1110572, 873178, 5570882, 1040346, 920109, 894968, 1033142, 977344, 9297474, 1006878, 848319, 994928, 1051211, 1013167, 820165, 986947, 847270, 866211, 868548, 821200, 1138443, 897954, 13071902, 1112238, 1067820, 1127328, 1040807, 1012307, 1092303, 1022848, 963868, 845774, 5568729, 10355376, 6034857, 913682, 908318, 824005, 999730, 862732, 12781777, 1004906, 867668, 7166865, 883404, 999971, 8177622, 842125, 6602327, 995852, 879045, 840361, 9858742, 1056746, 905636, 1135222, 1089381, 865178, 13654702, 7025490, 12946027, 919755, 1030182, 9836460, 12988031, 1028995, 922127, 834826, 1018740, 1028473, 1063577, 881249, 957063, 1125278, 857503, 10344971, 866755, 927191, 906643, 892531, 1119051, 857849, 1106271, 872137, 1043301, 1037621, 1091410, 938700, 854852, 1062002, 983584, 13189726, 953476, 976998, 1069003, 1034982, 15596488, 9364612, 856435, 1104343, 869728, 825749, 12754036, 6633210, 835530, 1055646, 826249, 930666, 1068292, 6513604, 12810422, 863802, 1046587, 1037894, 1098066, 866227, 1071939, 873902, 1122358, 842140, 995242, 1103902, 882604, 908531, 985999, 5569374, 1081177, 10285144, 910473, 1039156, 5569327, 995965, 888092, 1013321, 1022003, 1050229, 1104695, 1035691, 976199, 5591814, 9245106, 1029685, 1029504, 1057377, 5585701, 1024306, 874972, 903350, 9832160, 843756, 1075368, 1003188, 1067185, 973374, 1133312, 1029743, 908408, 1102949, 870515, 1009977, 835300, 883003, 1038217, 847982, 999858, 7024927, 1117514, 1139493, 1006978, 990797, 925862, 13841744, 1087102, 1009046, 931671, 823704, 837751, 5568378, 1113415, 845307, 845208, 951590, 1102959, 1105488, 6979485, 1026984, 986912, 1045586, 1136353, 8290421, 997979, 1037863, 898068, 12262778, 831557, 948650, 1130858, 1077555, 7144132, 854405, 10344586, 5578547, 874617, 1101173, 987562, 1006184, 1131892, 1056509, 904360, 12810393, 1000002, 913210, 1043590, 879755, 1014948, 1112441, 878285, 12262978, 860975, 839747, 5585510, 835098, 880150, 929668, 1039589, 5569471, 1042438, 903800, 1111722, 1026118, 1043751, 15596279, 13115579, 993638, 834117, 1085604, 907014, 1049788, 819594, 1027569, 914190, 970202, 1071302, 845705, 5569230, 12298966, 5568789, 918335, 987724, 1000753, 1065593, 1007195, 947798, 885863, 819518, 12301109, 913785, 832678, 1039566, 1080414, 1124729, 896369, 965766, 868764, 1062966, 5569845, 1096036, 1127179, 5592931, 907061, 897125, 1058779, 1098248, 930917, 821845, 864774, 899624, 916381, 9673969, 1121393, 910032, 1022053, 933637, 1044895, 870547, 1044078, 1136257, 923746, 844179, 871756, 893501, 1133018, 893018, 863447, 890610, 1053690, 1068719, 865456, 1127831, 930118, 7024990, 859075, 1106523, 8090537, 1041796, 962229, 1076056, 909894, 1092026, 833025, 1023720, 952163, 1134522, 844165, 8090521, 9526410, 965267, 9527290, 867188, 1046545]"
