user_id,catb_recommender
323,
324,"[1082185, 862349, 6534178, 961554, 979707, 1058997, 1070820, 903325, 878996, 962568, 920002, 854852, 995785, 824305, 1028816, 1137688, 6034857, 870515, 976199, 6391381, 834484, 1055504, 840361, 848071, 1061982, 951412, 1006342, 888178, 1046756, 1022254, 1026118, 1051516, 824005, 12384779, 977854, 967476, 5569374, 1081177, 5978648, 5978656, 970030, 1126899, 13007846, 845715, 887102, 1010681, 1043301, 832001, 1051468, 1116096, 901062, 1037332, 954642, 1057260, 1055646, 990688, 1002178, 860776, 872137, 911388, 981760, 1060705, 13007435, 1075313, 1119405, 5569379, 1098844, 916122, 1110142, 1046262, 12987975, 15972074, 6602327, 999104, 953180, 1118479, 850676, 13008334, 1104343, 1005186, 977543, 1062002, 1011300, 5570383, 5569230, 876932, 1106271, 867547, 1117514, 866211, 8290421, 1033142, 1119051, 866227, 1009046, 1136257, 854754, 5569471, 6633342, 903350, 885710, 9835509, 1124507, 843171, 1051211, 994928, 1048046, 8014645, 885023, 839818, 1127328, 1022757, 820518, 9913338, 5569845, 938700, 845208, 995242, 1024306, 1038497, 1037863, 1011736, 986912, 1004906, 965766, 858439, 1011312, 914190, 903800, 883404, 844179, 904360, 849843, 826249, 1098066, 846823, 913210, 923746, 1071939, 832678, 821465, 1029743, 819594, 1133018, 1105488, 891954, 8090537, 933835, 1107839, 1057102, 899624, 951590, 987562, 930118, 1068719, 1053690, 913785, 1065593, 1127179, 933637, 5592931, 1106523, 7024990, 833025, 1023720, 1127831, 1098248, 908531, 859075, 1042438, 962229, 847982, 983584, 1044078, 5568378, 1096036, 1038217, 910032, 844165, 1085604, 1092026]"
325,"[995242, 1029743, 1082185, 5569230, 6534178, 1081189, 5569471, 914190, 5569845, 1115576, 955075, 1053690, 883404, 849843, 995785, 979707, 1037340, 1036501, 13071902, 868423, 1058779, 1074524, 844165, 844441, 834484, 840361, 860975, 936924, 1076875, 916381, 916122, 826249, 981760, 1023815, 922907, 899624, 1082172, 1098066, 8090440, 893501, 1048257, 1089025, 845705, 939546, 13417846, 5568378, 868764, 862799, 926796, 924804, 993638, 994928, 961554, 1092026, 838563, 940947, 1000908, 860776, 844179, 1091520, 1065593, 856435, 833025, 846830, 955587, 1039156, 9419444, 1116821, 1006878, 1047769, 925364, 892048, 1081177, 6423911, 854496, 9677202, 1031833, 850281, 1085095, 15926887, 951590, 5978648, 5978656, 1004906, 9487927, 885863, 9362429, 1043142, 957422, 845208, 1041796, 891405, 974156, 891028, 946273, 923746, 5566697, 986912, 877447, 845462, 908531, 976199, 1033142, 1096036, 945662, 1077555, 1136524, 1109192, 10285141, 878996, 1137505, 922127, 962185, 1042544, 1084331, 1096458, 1013389, 862349, 859075, 847982, 1028816, 1101173, 1051516, 962229, 962568, 1043128, 866211, 854852, 1077285, 1067425, 868147, 903325, 838186, 1027569, 5567876, 9653714, 912676, 1058997, 1044078, 1099058, 1085604, 965766, 1024306, 1133018, 913785, 901062, 948953, 904360, 898068, 860439, 890610, 1070820, 867188, 933835, 1106523, 8020001, 1080601, 1126899, 1068719, 1098248, 1023720, 930118, 965267, 1127831]"
326,"[1082185, 1013928, 8090521, 1037840, 1029743, 995242, 981760, 1106523, 1126252, 1043590, 1133018, 1065593, 840361, 982393]"
327,
328,"[1082185, 6534178, 878996, 979707, 1070820, 962568, 862349, 961554, 903325, 5978648, 5978656, 970030, 901062, 995785, 866211, 909714, 981760, 1055425, 1055504, 834484, 1048257, 894968, 1136375, 944137, 977344, 944836, 1055646, 1110409, 821083, 1022254, 1001412, 885290, 908504, 1098844, 882247, 860776, 13071902, 1046262, 961846, 1028816, 848319, 933835, 819840, 1005186, 1125199, 832001, 1058997, 1070845, 891961, 951412, 908846, 1041259, 847270, 842707, 1046756, 9835509, 1016709, 972665, 900802, 820165, 7168026, 960732, 1051516, 958700, 916122, 1137688, 856435, 1112205, 923673, 909750, 936924, 1029685, 840361, 1075214, 1115576, 999730, 8177622, 13654702, 1043301, 865196, 1102927, 999104, 1009128, 845774, 5569374, 845715, 1110843, 9677886, 7025114, 986947, 12781777, 872137, 883932, 1126899, 954642, 1057260, 819978, 1013167, 826144, 995852, 12731436, 1005456, 1105301, 828935, 1069003, 1033142, 8290421, 5570882, 1131488, 9297474, 1137775, 12263788, 870515, 834826, 5568228, 6979803, 12262978, 970202, 1101010, 847207, 868548, 6633342, 7025106, 7166865, 866227, 890695, 824005, 968687, 904148, 844839, 9836460, 913682, 971922, 869728, 821200, 1087753, 1006878, 1092303, 1035691, 6034857, 842140, 882604, 1037863, 853235, 7025490, 1068292, 1125278, 1062002, 1018050, 994928, 1000002, 857503, 1045586, 854754, 927400, 948650, 867668, 919755, 12262778, 5568729, 1104343, 8203451, 6602327, 920109, 6979485, 843756, 1106271, 1116821, 1046587, 963868, 1036347, 825749, 1081177, 6633210, 1061203, 1039156, 976199, 854405, 879045, 835530, 835300, 913210, 851676, 940947, 1078652, 1112238, 12988031, 1103902, 930666, 892531, 826597, 1028473, 6513604, 862732, 1128016, 1113415, 881249, 1018740, 973374, 925862, 1135222, 880150, 995965, 1004906, 957063, 1007512, 842125, 1030182, 9364612, 1009449, 10355376, 10344971, 997979, 863447, 1089381, 1119051, 1063577, 9832160, 903350, 874617, 866755, 5591170, 905636, 1013321, 938700, 908318, 1091410, 1037894, 12754036, 934639, 9858742, 1067185, 1067820, 1121393, 823704, 1139493, 854852, 10344586, 1040346, 857849, 922127, 1024306, 1138443, 899624, 1127328, 1132771, 883404, 834117, 6442520, 995242, 12946027, 931671, 1051211, 888092, 904360, 1029743, 1054747, 927191, 826249, 1026118, 1037621, 873178, 908531, 985999, 1098066, 863802, 849843, 12810422, 15596488, 953476, 976998, 1117514, 873902, 831557, 874972, 1009046, 9245106, 1003188, 906643, 965766, 839747, 5585701, 1028995, 1133312, 999971, 13189726, 1009977, 963835, 7024927, 5568789, 12810393, 1040807, 951590, 908408, 986912, 1022848, 923746, 897954, 5569327, 1127825, 1136353, 1012307, 819518, 1057377, 993638, 865456, 885863, 8065410, 1071939, 929668, 1102959, 878285, 1056746, 1007195, 1124729, 1026984, 1039589, 5569230, 1136257, 1029504, 865178, 1087102, 1022003, 1050229, 1130858, 1131892, 1000753, 1105488, 837751, 847982, 845208, 7144132, 1080414, 947798, 999858, 1111722, 5569845, 1049788, 1071302, 1043751, 990797, 897125, 5591814, 5569471, 5585510, 907061, 859075, 821845, 987562, 845705, 1102949, 12298966, 910473, 1112441, 13115579, 1034982, 1104695, 907014, 930917, 1006978, 987724, 1122358, 844179, 893501, 1042438, 1027569, 15596279, 9673969, 1039566, 845307, 983584, 860975, 835098, 832678, 819594, 1044895, 916381, 1006184, 883003, 1127831, 5568378, 1014948, 1101173, 12301109, 1053690, 13841744, 918335, 10285144, 1098248, 893018, 870547, 1075368, 1056509, 1110572, 898068, 1038217, 1077555, 1096036, 1058779, 1043590, 1041796, 1076056, 930118, 890610, 914190, 1127179, 871756, 1062966, 1085604, 896369, 909894, 962229, 1022053, 1134522, 868764, 1133018, 8090521, 879755, 1044078, 1068719, 933637, 1065593, 8090537, 1106523, 5592931, 913785, 867188, 1092026, 833025, 1023720, 910032, 1046545, 965267, 844165, 952163, 864774, 9527290, 9526410]"
329,"[1082185, 995242, 1029743, 6534178, 979707, 878996, 934369, 13071902, 961554, 944836, 1115576, 995785, 901062, 1055425, 859075, 9835509, 1094955, 943393, 834484, 885290, 957839, 919902, 916122, 819927, 8090537, 1027168, 866211, 1081177, 898612, 965766, 8069350, 1058997, 962568, 1077490, 1034686, 952408, 1038325, 1125944, 987724, 1139142, 854852, 981760, 982283, 1071759, 903325, 926796, 6513604, 12987976, 1015177, 5568378, 860776, 1136257, 1043142, 918368, 883404, 825541, 994928, 1119051, 1009567, 909714, 849843, 1014238, 844179, 12988031, 1068855, 1074524, 5978648, 5978656, 1071277, 826249, 1098066, 840361, 1002558, 1072843, 1082814, 1005493, 1033142, 7410220, 1004906, 837270, 1101173, 1081189, 820518, 1106198, 1026118, 1042616, 933060, 1022097, 1041796, 821083, 833025, 1094280, 933835, 1110057, 1126899, 845208, 899624, 1024306, 1096036, 914190, 923746, 987562, 879755, 986912, 908531, 844165, 1065593, 866871, 7442008, 904360, 5569230, 1092026, 1102949, 962229, 862349, 1053690, 1027569, 951590, 1133018, 1070820, 7025275, 1044078, 1051402, 1057102, 933637, 1105488, 1127831, 1127179, 1106523, 1068719, 1085604]"
330,"[995242, 1082185, 6534178, 860975, 1133018, 951590, 840361, 1029743, 948232, 909894, 1106523, 1038217, 1056746, 981760, 1023958, 859075, 883404, 905539, 1098066, 914190, 986912, 826249, 14025461, 1004906, 908531, 1105623, 1067695, 844179, 1045109, 1077555, 995785, 1044078, 1030409, 1096036, 1127470, 13841744, 994928, 1083721, 833025, 995876, 1101175, 1051211, 1108854, 860776, 1094223, 1023196, 5569230, 1093113, 1062966, 1016260, 13876901, 1056973, 916122, 1031833, 923746, 885710, 1065122, 1065593, 1031697, 1089954, 832678, 857055, 889731, 1053690, 1006414, 1004390, 878996, 858743, 5978656, 844165, 887503, 962568, 879808, 1040807, 1081177, 13876914, 1092026, 862276, 962229, 866211, 890610, 983210, 825006, 854852, 961554, 862349, 1068719, 1058997, 904360, 1070820, 903325, 952163, 1126899, 1127831]"
331,"[1082185, 1029743, 995242, 1053690, 981760, 6534178, 923746, 1074524, 883404, 862349, 1044188, 916381, 1092026, 844165, 983659, 868764, 826249, 1103752, 1098066, 995785, 840361, 1106523, 5565322, 1017363, 833724, 916122, 5569230, 1070820, 889731, 867547, 1007210, 1133018, 1065593, 10456152, 1051211, 849003, 893501, 9834988, 866211, 961554, 1004906, 891961, 951590, 887474, 1126786, 908531, 962568, 1044078, 1128744, 1126899, 1076056, 904360, 1087755, 1127831]"
332,"[1082185, 6534178, 995242, 961554, 908531, 1029743, 903325, 1070820, 862349, 962568, 981760, 995785, 923746, 840361, 844179, 866211, 834484, 833025, 979707, 878996, 13842214, 5978648, 5978656, 859075, 938700, 1013321, 1055646, 883404, 5591154, 849843, 860776, 845208, 1106523, 13842090, 1058997, 6034857, 1098066, 1044078, 908846, 826249, 994928, 820165, 999971, 1003188, 8090509, 1005186, 847270, 927191, 986947, 953476, 976998, 1038217, 1041259, 866227, 828867, 901062, 1133018, 914190, 1033142, 916122, 1071939, 1004906, 921744, 1056746, 913210, 1042697, 835285, 1058779, 824005, 896369, 989249, 1068258, 1077555, 1110843, 892314, 1074524, 1057260, 857849, 1056509, 5568378, 5569230, 834117, 948086, 906262, 871061, 835619, 1081177, 1136257, 1003178, 942817, 899624, 8090537, 6424447, 911470, 824915, 963971, 971922, 950439, 961979, 1043187, 1066725, 948670, 957736, 6464165, 1119051, 964520, 976199, 1054814, 857503, 859010, 1096036, 952972, 919423, 9913338, 10121965, 932298, 993638, 900802, 9935616, 1039589, 9571047, 998119, 935968, 10149640, 5590613, 1050851, 887342, 9527323, 1070463, 983584, 909714, 13008321, 854852, 1040935, 874972, 1026118, 1065593, 929668, 1027168, 948254, 886703, 1022003, 1050229, 9523079, 898212, 987724, 863802, 854042, 12428017, 1106301, 1053016, 908318, 887102, 922907, 968992, 862732, 908181, 1124729, 1011300, 1011926, 860975, 5568489, 12384365, 1096290, 1096635, 1080414, 1024731, 13877192, 954673, 9245106, 874149, 904360, 1068832, 1028816, 9835619, 822407, 898510, 1037340, 1116821, 835098, 929433, 1126899, 5569845, 1081853, 933835, 930603, 1105917, 1068719, 1016129, 1110764, 5583595, 956599, 863479, 861445, 1135573, 940947, 843756, 849003, 962229, 867668, 1037965, 846830, 1121384, 1000806, 1042907, 1066069, 1027773, 962671, 879045, 15716445, 9836460, 926597, 1134522, 1013597, 1022757, 957232, 950824, 890999, 1101010, 857697, 909894, 9527184, 911388, 1117514, 1110244, 1044089, 1079338, 897125, 995896, 12301109, 820321, 1059236, 1137688, 1088873, 825541, 942778, 940766, 850652, 866172, 1039156, 9268695, 10122037, 9527350, 937845, 933067, 15926712, 838186, 9677748, 5569327, 930917, 10285141, 986912, 1075175, 854405, 1024306, 1077490, 954966, 1049788, 1057365, 848071, 965766, 870515, 6034577, 874061, 839162, 13190294, 6553737, 856772, 934427, 1022254, 926909, 1130858, 1009046, 5567502, 1067606, 5568729, 1074271, 987562, 865174, 970030, 1097458, 891028, 897954, 1138443, 1132968, 1069979, 916050, 825343, 5569471, 1053690, 967395, 1092835, 907014, 9487553, 10285243, 5592094, 884945, 844818, 871756, 873654, 1083770, 863447, 1050618, 1014948, 905868, 1043301, 5585510, 890610, 1015508, 839243, 5590695, 822739, 919534, 848029, 825006, 10285144, 990797, 916381, 910109, 1062966, 885290, 863529, 1041796, 907418, 945200, 1097195, 5591170, 12811532, 872137, 880150, 870547, 1037863, 1137284, 951412, 865178, 1045220, 10121981, 845294, 8090521, 5569374, 1026162, 6034648, 835530, 1122358, 945662, 7167945, 12172355, 1036249, 847982, 918335, 15926725, 1051516, 5592772, 1102927, 9368203, 1009567, 889912, 1130951, 1043590, 898068, 853172, 841872, 902659, 1085256, 945611, 1014999, 913894, 837107, 906923, 1059994, 950384, 1042438, 1132771, 1137775, 1059593, 850133, 1087102, 1076056, 819255, 1062002, 6548453, 943076, 907631, 1033403, 1007195, 12810393, 15926927, 5592694, 1139827, 865456, 1110572, 985999, 995965, 827919, 867188, 832678, 6978886, 844054, 883932, 844165, 1027569, 1007116, 919427, 1051211, 1119860, 947798, 12301405, 6979516, 1006184, 1028953, 8203782, 5592931, 951590, 1102959, 999858, 12188436, 920041, 1002739, 928146, 868764, 1037621, 1131438, 893018, 1072519, 883003, 909349, 885447, 1101173, 15831255, 1076875, 957951, 910032, 879755, 1136732, 893501, 1035805, 864774, 1040807, 1011172, 1092026, 837270, 13841744, 1075368, 963336, 913785, 1105488, 860299, 898958, 1085604, 933637, 1127179, 1127831, 1023720, 952163, 1098248, 930118, 9527290, 965267, 1046545, 7024990, 9526410]"
333,"[1082185, 981760, 874972, 1070702, 1029743, 1106523, 1133018, 908181, 995242, 6534178, 923746, 907392, 1044078, 844179, 951590, 940947, 942525, 883404, 12810393, 962229, 15972074, 5569230, 1108168, 995785, 880377, 925626, 1081853, 826249, 916122, 1053282, 1098066, 947798, 983936, 5580577, 1088628, 1053176, 840361, 1081177, 1070820, 908531, 904360, 1127831]"
334,"[1082185, 995242, 1029743, 6534178, 995785, 961554, 981760, 860975, 896085, 834484, 894968, 840361, 5569230, 1023958, 908531, 868423, 878996, 826144, 916993, 883404, 9859052, 849843, 909894, 1070076, 852360, 862349, 5585510, 860776, 5978648, 5978656, 916122, 1018740, 999104, 847982, 1081177, 994928, 826249, 1098066, 962568, 1067820, 856772, 1005274, 979707, 965292, 1113274, 1123536, 6034857, 1009368, 1137775, 867931, 1012284, 14077333, 866211, 854852, 914190, 957420, 996009, 1109136, 6464165, 917654, 879689, 942556, 967144, 844991, 1082269, 1127232, 1001475, 1033142, 1018670, 1070820, 972931, 1033046, 859075, 9420312, 1000753, 986912, 1087102, 1132789, 1004906, 9487606, 965693, 1058997, 6463717, 1019443, 899624, 1043751, 953320, 5568378, 983584, 6039687, 833025, 7025204, 1096036, 1065593, 938138, 951590, 1063577, 901062, 908236, 976864, 7466252, 1053690, 923746, 844054, 1027569, 845208, 844179, 1138443, 1024306, 906923, 852856, 903325, 9337581, 962229, 1022053, 866755, 904360, 8290421, 1006184, 1011457, 948953, 9337369, 898068, 844165, 890610, 10149863, 883003, 1028960, 990797, 1133018, 819845, 1044078, 1092026, 845307, 1126899, 1106523, 1085604, 1068719, 1098248, 1105488, 1127831]"
335,"[1082185, 993638, 835300, 878996, 7166791, 831628, 6534178, 880888, 1005456, 9553288, 1037863, 1079913, 1024731, 932179, 892376, 1028816, 1080110, 9835619, 1055737, 947658, 981760, 1009449, 12812474, 824915, 1075170, 961554, 1004906, 1098844, 1132814, 929309, 823990, 1026118, 840361, 970030, 1029743, 845196, 995785, 866211, 962568, 986912, 1048918, 1106523, 1081177, 845208, 13003094, 1058997, 916122, 847982, 828106, 995242, 1053530, 883404, 1051516, 909714, 1075368, 923746, 862349, 1133018, 1137688, 844179, 1036753, 951590, 860776, 826249, 1070820, 1098066, 854852, 874617, 5569230, 1126899, 1053690, 6548453, 1044078, 5978656, 1117514, 900703, 908531, 1101422, 859075, 919766, 827919, 883268, 1006184, 1024306, 867188, 1068719, 930118, 904360, 933637, 1127179, 1023720, 965267, 1127831]"
336,"[1082185, 1106523, 1133018, 6534178, 845208, 866211, 878996, 840361, 961554, 1004906, 923746, 995785, 834484, 835243, 962568, 903325, 916122, 899624, 1009449, 1058779, 1026118, 1015375, 1028816, 1015296, 1055646, 969932, 860776, 883963, 5978648, 5978656, 1051468, 831628, 819840, 1029743, 934639, 8090440, 847270, 981760, 1069621, 9420337, 904422, 1072523, 8090537, 1086483, 1037337, 979707, 1009046, 1040935, 848071, 995242, 1009969, 1038692, 5568378, 883404, 820165, 1068292, 994928, 8090509, 857006, 993638, 1013321, 938700, 941797, 828867, 9926758, 1033142, 825749, 5569230, 849843, 1131602, 1021324, 1113768, 826784, 9420312, 1051516, 866227, 1053690, 1068719, 835300, 911614, 951590, 1005186, 1080472, 1096036, 1038217, 1015280, 5585510, 12810393, 873627, 820321, 986912, 854852, 1096317, 1098066, 1125278, 9835223, 826249, 9836195, 7025047, 5574409, 6034857, 844179, 857503, 826144, 1065593, 1043590, 9677202, 13008321, 1005184, 1105616, 1037863, 922907, 880150, 6039687, 1138189, 908531, 8019716, 838797, 9487606, 933835, 916381, 837167, 1137688, 851569, 12810422, 1071939, 8205218, 899844, 1121603, 912451, 834103, 913210, 1062966, 822785, 1081177, 851287, 895166, 1062001, 8090521, 909714, 965766, 844165, 1087916, 1042616, 13007284, 897088, 832678, 819308, 825006, 1113780, 1044078, 13877192, 1077373, 883665, 1004066, 913894, 863447, 1079067, 14077333, 1083846, 1080414, 962229, 1110572, 1024306, 835098, 1088836, 16770156, 847982, 5591103, 1059473, 866871, 983584, 893018, 5569845, 1092026, 1085846, 833025, 904360, 1041796, 823862, 871756, 820518, 859075, 909894, 910032, 870428, 1101010, 897954, 5569471, 5592931, 1049788, 1022254, 15926863, 1076875, 845675, 886703, 901062, 15926638, 879755, 1136257, 1085604, 868764, 1045228, 1098248, 914190, 1072685, 976199, 1126375, 15926927, 1070820, 930118, 1058997, 1076056, 1126899, 995965, 13072850, 987562, 933637, 893810, 1075368, 862349, 9527160, 1105488, 1007195, 913785, 1039156, 1046545, 1077555, 890610, 1056509, 952163, 1023720, 1127831, 1006184, 965267, 9526410, 7024990]"
337,"[1029743, 995242, 1082185, 981760, 883404, 1096036, 6534178, 1048440, 923746, 856772, 858302, 826249, 1134522, 1044078, 871756, 5569471, 870547, 988736, 1098066, 12731432, 5569230, 1094308, 885795, 893018, 1015141, 1092937, 962229, 1094955, 995785, 1127264, 862349, 907631, 951590, 893501, 1011300, 884518, 916122, 1004906, 866211, 12324956, 965766, 850139, 12324954, 1133018, 883817, 840361, 1106523, 908531, 961554, 10285141, 1070820, 10351524, 962568, 12731701, 904360, 1126899, 1127831]"
338,"[1082185, 1133018, 1106523, 6534178, 951590, 923746, 1004906, 981760, 845208, 995785, 840361, 1028816, 834484, 1029743, 819840, 962568, 1026118, 1037863, 995242, 866211, 848071, 844179, 878996, 860776, 916122, 1051516, 883404, 835243, 849843, 979707, 1137688, 1009449, 1005186, 994928, 5978648, 5978656, 900802, 961554, 899624, 1033142, 1038217, 903325, 826249, 1072523, 1098066, 835098, 1044078, 1068292, 993638, 934639, 970030, 1062966, 1101956, 908531, 831628, 951221, 1015375, 895166, 1053690, 863447, 5568378, 828106, 1075313, 1135258, 1015296, 854852, 939636, 1074524, 880150, 1081177, 16100266, 871611, 5569230, 924610, 969866, 1113111, 819308, 1086483, 1068719, 939546, 1043590, 1121624, 9419528, 5568197, 5580577, 9469110, 916381, 961756, 1015785, 1087916, 13003092, 844165, 959737, 1004945, 926523, 819304, 1079913, 897954, 8357613, 1116821, 1065593, 904360, 5592931, 914190, 980727, 1022254, 1024306, 847982, 931870, 1118012, 986912, 1029504, 833025, 901062, 12301073, 6423911, 13003094, 965766, 859075, 1096036, 1092026, 1066685, 5569471, 933835, 1058997, 871636, 849018, 932863, 1138467, 962229, 6979516, 1126899, 913785, 862349, 1107839, 960744, 6548453, 5981072, 1070820, 1085604, 1092118, 930118, 952163, 1023720, 965267, 1127831]"
339,"[1133018, 1106523, 1082185, 6534178, 923746, 9420312, 1058779, 883404, 1038217, 849843, 8205218, 922907, 1021116, 826385, 998206, 995785, 826249, 1098066, 981760, 827683, 1043590, 1082172, 1053690, 896085, 962229, 1056746, 895166, 949965, 1096036, 5569230, 1080884, 1065593, 905539, 1044078, 860776, 1051323, 994928, 995242, 914190, 951590, 833025, 1056509, 988693, 9881834, 1062966, 896369, 1122732, 1062782, 878996, 919589, 844179, 847982, 1092026, 1083721, 909894, 1033142, 1004906, 844165, 1126808, 840361, 1077555, 981877, 911502, 893867, 1042544, 5592931, 859075, 916381, 908531, 1042438, 5978648, 5978656, 866211, 1107693, 942792, 1125530, 893018, 878128, 1005609, 13190294, 1016982, 1029743, 7443351, 986912, 1004097, 945662, 1115006, 1081177, 916122, 843171, 1118281, 1102185, 962568, 1068719, 13213015, 854852, 844818, 862349, 890610, 903325, 961554, 904360, 1076056, 868147, 1048200, 1058997, 1070820, 1126899, 1024306, 893810, 1105488, 1127831]"
340,"[1029743, 995242, 1082185, 1000753, 957736, 911470, 958594, 981760, 1133018, 1025611, 10457110, 1106523, 840361, 1053877]"
341,"[1082185, 953180, 1047226, 1029743, 995242, 981760, 916122, 1106523, 1027569, 1046789]"
342,"[1029743, 1082185, 995242, 844179, 5568378, 981760, 899624, 859075, 923746, 871756, 1134522, 1127624, 951190, 865528, 979707, 15926886, 870547, 6534178, 918335, 5585510, 842140, 883404, 914190, 1119089, 1129576, 833025, 925626, 1122358, 863447, 1037863, 1048440, 1048727, 823704, 972143, 849843, 1031923, 856772, 1000753, 929309, 1025611, 962229, 1086740, 1041796, 1058779, 9835903, 951590, 863885, 1051810, 1031892, 1124029, 865456, 941856, 1056509, 826249, 1082212, 12262978, 866211, 1098066, 1047968, 990797, 1065038, 1043590, 995876, 838097, 8065410, 930283, 1037965, 832678, 1044078, 9798186, 835618, 5569471, 1070702, 930666, 1106523, 1043494, 1101173, 949784, 1081177, 939900, 962568, 824193, 904236, 1133018, 940023, 995785, 1104649, 845705, 880895, 834842, 9677366, 834484, 844165, 925862, 847982, 1009333, 1096036, 845208, 1004906, 1103629, 913278, 1053690, 1084331, 1038217, 1083721, 840361, 994928, 1092026, 6773016, 843306, 5567231, 1019099, 860776, 1128206, 1068719, 965766, 5569230, 819518, 936741, 1001298, 878996, 961554, 861279, 1008626, 1085095, 919534, 916122, 868909, 835530, 912147, 1105917, 12757007, 1033142, 1131438, 937614, 854852, 1001702, 986912, 5978648, 5978656, 898068, 1092885, 862349, 1085604, 908531, 913785, 1005186, 838396, 1065593, 1123407, 1058997, 1022254, 1070820, 864774, 903325, 933835, 1133556, 920769, 13072850, 901062, 10251745, 848761, 1046545, 910032, 904360, 1126899, 9526410, 1024306, 965267, 1023720, 1127831]"
343,"[1082185, 1029743, 995242, 981760, 12302069, 1133018, 923746, 6534178, 1106523, 883404, 12263788, 5568378, 995785, 826249, 1098066, 826144, 930666, 865501, 866211, 1104414, 841220, 841309, 853354, 5569230, 1044078, 951590, 917384, 840361, 1108994, 908531, 6773196, 1057377, 1011089, 917381, 827919, 1131892, 1048507, 1127831]"
344,"[1082185, 1029743, 995242, 981760, 845319, 1035843, 1042702, 9835509, 909249, 6534178, 6602327, 873203, 1034686, 1046584, 925694, 883404, 862682, 905868, 995358, 1008316, 939900, 1124507, 1077490, 954673, 843756, 961554, 859075, 961021, 12731436, 826249, 995785, 1098066, 12132648, 862349, 987562, 1136257, 833025, 923746, 866211, 1075368, 840361, 914190, 1062002, 1004906, 1077555, 827180, 916122, 5569230, 1081177, 951954, 962568, 1044078, 1104343, 1070820, 951590, 5978656, 1026984, 1094767, 1133018, 908531, 10285389, 1106523, 1126899, 904360, 1127831]"
345,"[1029743, 995242, 1082185, 981760, 961554, 844179, 1003188, 840361, 6534178, 923746, 1004906, 859075, 5568378, 951590, 15452812, 878996, 908531, 959985, 916122, 1104343, 845208, 1126899, 856166, 819978, 987724, 1051211, 6602697, 1068719, 866211, 1020682, 1002558, 824005, 5591154, 903325, 1137775, 976199, 6463742, 855356, 1136257, 1125123, 897954, 1013641, 857503, 1018740, 833025, 1131602, 902167, 819765, 1058997, 901062, 940947, 898212, 1077490, 962568, 995785, 9487606, 1044078, 944249, 1068708, 921504, 873902, 1068258, 868319, 1050851, 908318, 944466, 883404, 1058779, 933835, 1060408, 1011578, 834484, 848154, 997907, 824915, 1106523, 1048483, 849843, 1088147, 921836, 819330, 899624, 1133018, 867668, 1027168, 914190, 930917, 987562, 995628, 1098066, 965766, 979707, 977545, 6034857, 1110142, 826249, 1055646, 828867, 7166865, 999971, 851528, 13877192, 5978648, 5978656, 5592261, 1048237, 856252, 1101010, 994928, 908408, 966379, 828278, 15596488, 12301839, 9677202, 1030409, 859010, 860776, 1106271, 833940, 1013321, 1040807, 938700, 13945244, 1089954, 1101980, 1020404, 12301109, 900586, 982833, 993638, 897125, 7441498, 866755, 831628, 856335, 1048462, 999270, 1070820, 990797, 834842, 1052512, 1014458, 874972, 7139529, 849003, 847270, 931136, 820165, 1107538, 990469, 5569327, 1132771, 1096036, 15926886, 1071939, 9859112, 1070702, 862349, 953476, 976998, 1104414, 1065593, 986947, 845705, 13672065, 1122358, 863447, 819927, 9677874, 1138443, 999104, 1005186, 1041259, 882288, 854852, 845622, 866227, 1003616, 829001, 1031087, 1075214, 885863, 1038217, 1079292, 1033142, 832678, 897194, 1045478, 9836415, 857849, 5569230, 1042907, 1110218, 1131488, 5569471, 837304, 9522453, 1125382, 936594, 9803483, 7442180, 918462, 10285144, 1033234, 12301405, 1088836, 10121965, 1103741, 1081177, 951197, 995965, 1109638, 826385, 943076, 1137344, 12810393, 1041796, 1043128, 12525256, 821219, 937292, 1043971, 849870, 1037863, 8014645, 6533362, 1123434, 7442056, 5591538, 916050, 1044895, 873654, 1051516, 845307, 909894, 1137688, 881706, 919534, 828106, 822524, 1042438, 1071342, 835098, 822346, 9524511, 1062002, 933060, 822739, 885290, 12811532, 857055, 1043590, 9527350, 1023830, 1064945, 929668, 9245106, 962229, 1069979, 999858, 1128240, 983584, 915295, 5592931, 910032, 1022003, 1050229, 838842, 1095329, 1074754, 865511, 1094619, 10122037, 1119051, 870547, 836286, 1134522, 1096458, 848970, 852360, 13417590, 1028816, 5585510, 1056509, 896369, 8019977, 9835408, 1071336, 15596279, 1135460, 986912, 1026118, 7409880, 1024306, 1085920, 848329, 8175769, 1019011, 1014948, 880150, 893018, 1059593, 8065410, 1007549, 916381, 871756, 1087102, 985999, 847982, 12263788, 856788, 1080414, 9653714, 1124729, 970030, 1101173, 15831255, 1103618, 904360, 1079067, 1128744, 858918, 1035321, 913785, 1117514, 1110331, 1062966, 8090537, 1049788, 12185235, 907014, 1043301, 1076056, 1076738, 887618, 1053690, 883003, 865178, 1039156, 1102959, 857006, 928640, 15926638, 923528, 909714, 866871, 893501, 913210, 1022254, 13841744, 8090521, 1006184, 890610, 5569845, 879755, 9673969, 1077555, 1027569, 1043751, 1105488, 1007195, 1110572, 834117, 868764, 1075368, 844165, 933637, 1092026, 8011291, 9527290, 1127179, 1085604, 1023720, 1127831, 1046545, 930118, 1098248, 965267, 9526410, 952163]"
